days,hour,season,holiday,weather,temp,atemp,humidity,windspeed,real
306,21,4,0,1,13.94,17.425,53,7.0015,217
317,22,4,0,1,11.48,15.91,61,0,225
317,15,4,0,1,26.24,31.06,44,22.0028,246
133,13,2,0,2,25.42,29.545,73,15.0013,228
352,16,4,0,1,16.4,20.455,40,16.9979,257
157,21,2,0,1,29.52,34.09,70,8.9981,271
274,6,4,0,3,23.78,27.275,83,7.0015,201
290,14,4,0,2,25.42,31.06,41,11.0014,223
67,12,1,0,1,14.76,16.665,34,27.9993,221
155,8,2,0,2,24.6,29.545,73,16.9979,125
244,22,3,0,3,27.88,31.82,83,8.9981,221
98,10,2,0,1,20.5,24.24,27,32.9975,203
343,10,4,0,1,13.12,15.15,57,16.9979,215
135,11,2,0,1,26.24,31.06,57,0,213
7,18,1,0,1,13.94,15.91,46,15.0013,230
255,13,3,0,1,30.34,33.335,51,19.0012,236
134,20,2,0,1,22.14,25.76,88,0,244
120,15,2,0,2,30.34,33.335,45,15.0013,284
228,10,3,0,1,31.16,34.09,43,6.0032,148
246,21,3,0,1,29.52,34.85,74,16.9979,259
162,19,2,0,1,28.7,33.335,74,7.0015,276
97,8,2,0,1,16.4,20.455,30,12.998,111
60,9,1,0,1,11.48,12.88,56,19.9995,171
72,10,1,0,1,22.96,26.515,56,7.0015,213
162,20,2,0,1,27.06,30.305,83,11.0014,259
351,16,4,0,1,11.48,13.635,48,16.9979,280
31,22,1,0,1,20.5,24.24,55,12.998,194
42,15,1,0,1,6.56,6.06,40,36.9974,203
350,15,4,0,2,17.22,21.21,88,0,263
197,11,3,0,2,35.26,40.15,47,0,236
159,21,2,0,3,31.16,34.85,52,0,225
64,21,1,0,1,13.12,15.91,49,12.998,200
340,14,4,0,2,14.76,17.425,71,11.0014,265
100,20,2,0,1,27.88,31.82,57,35.0008,219
157,6,2,0,1,18.86,22.725,88,7.0015,192
345,6,4,0,2,10.66,12.12,60,16.9979,148
62,18,1,0,2,13.94,15.15,53,19.9995,236
6,20,1,0,1,20.5,24.24,39,16.9979,223
278,11,4,0,1,22.14,25.76,49,0,173
276,10,4,0,2,27.06,30.305,83,8.9981,205
135,20,2,0,1,23.78,27.275,83,0,251
334,21,4,0,2,12.3,16.665,87,0,211
322,6,4,0,2,14.76,16.665,66,16.9979,151
352,15,4,0,1,17.22,21.21,50,19.0012,284
188,13,3,0,2,31.98,37.88,66,19.0012,280
291,17,4,0,3,22.96,26.515,94,11.0014,234
95,20,2,0,1,18.86,22.725,51,15.0013,194
4,17,1,0,1,9.84,11.365,38,12.998,240
277,15,4,0,1,26.24,31.06,47,19.0012,234
130,11,2,0,1,22.96,26.515,64,6.0032,171
182,10,3,0,1,32.8,36.365,43,16.9979,201
48,9,1,0,2,17.22,21.21,77,12.998,194
342,15,4,0,3,14.76,17.425,93,11.0014,275
342,14,4,0,2,15.58,19.695,87,12.998,282
346,16,4,0,1,15.58,19.695,37,16.9979,257
230,14,3,0,1,31.98,36.365,55,12.998,273
3,18,1,0,1,10.66,12.88,48,12.998,230
287,6,4,0,2,22.96,26.515,73,19.9995,169
32,9,1,0,2,9.84,12.88,93,6.0032,150
312,12,4,0,1,20.5,24.24,51,11.0014,201
273,6,4,0,1,18.04,21.97,77,7.0015,176
183,19,3,0,2,27.06,30.305,83,12.998,236
98,18,2,0,2,15.58,19.695,82,7.0015,228
8,19,1,0,3,8.2,11.365,93,6.0032,240
274,19,4,0,2,15.58,19.695,76,11.0014,215
247,15,3,0,1,31.98,38.635,70,12.998,298
198,16,3,0,1,30.34,34.85,66,16.9979,276
91,19,2,0,1,14.76,16.665,53,23.9994,200
40,9,1,0,1,4.92,5.305,42,23.9994,144
347,10,4,0,2,13.12,17.425,57,0,169
199,13,3,0,1,34.44,38.635,47,8.9981,305
335,15,4,0,1,17.22,21.21,41,6.0032,250
321,19,4,0,1,11.48,13.635,41,11.0014,240
106,22,2,0,1,22.14,25.76,30,16.9979,215
161,12,2,0,2,32.8,36.365,43,12.998,282
261,13,3,0,2,24.6,30.305,60,0,230
62,9,1,0,1,9.02,11.365,60,8.9981,173
108,23,2,0,1,20.5,24.24,63,7.0015,198
305,12,4,0,1,18.86,22.725,55,11.0014,211
70,14,1,0,2,23.78,27.275,32,19.0012,273
167,22,2,0,1,24.6,30.305,60,12.998,207
164,6,2,0,1,22.14,25.76,56,19.9995,136
227,13,3,0,1,31.16,34.09,48,19.9995,244
15,16,1,1,1,10.66,11.365,44,23.9994,238
184,0,3,1,1,27.88,31.82,79,6.0032,184
151,16,2,0,3,30.34,34.09,58,30.0026,273
194,22,3,0,1,26.24,31.06,57,6.0032,228
125,22,2,0,1,22.96,26.515,73,11.0014,211
216,15,3,0,1,31.16,34.85,55,16.9979,263
282,21,4,1,1,22.96,26.515,88,6.0032,238
182,11,3,0,1,34.44,36.365,28,19.9995,230
226,21,3,0,1,27.06,31.06,65,12.998,236
350,12,4,0,2,11.48,12.88,45,19.0012,261
197,21,3,0,1,30.34,34.09,62,15.0013,259
218,16,3,0,3,29.52,34.85,74,19.9995,246
31,8,1,0,3,6.56,11.365,93,0,159
255,12,3,0,1,29.52,33.335,58,15.0013,211
217,22,3,0,1,30.34,34.85,70,6.0032,261
198,6,3,0,1,29.52,34.09,70,11.0014,184
107,21,2,0,1,22.96,26.515,37,19.0012,203
168,22,2,0,2,25.42,29.545,73,11.0014,219
318,21,4,0,2,20.5,24.24,77,6.0032,221
153,6,2,0,1,22.14,25.76,45,19.9995,128
282,22,4,0,1,18.86,22.725,55,19.9995,248
275,6,4,0,2,24.6,25.76,94,8.9981,200
227,11,3,0,1,30.34,33.335,51,15.0013,180
93,11,2,0,2,24.6,31.06,43,23.9994,240
196,22,3,0,1,28.7,32.575,65,19.0012,253
337,22,4,0,2,20.5,24.24,63,19.9995,232
195,21,3,0,1,29.52,34.85,79,6.0032,276
315,21,4,1,3,22.14,25.76,73,15.0013,219
14,14,1,0,1,8.2,9.09,32,23.9994,236
17,9,1,0,1,11.48,12.88,52,22.0028,223
289,10,4,0,1,21.32,25,45,11.0014,163
220,14,3,0,1,36.08,38.635,32,15.0013,300
16,20,1,0,1,18.86,22.725,63,23.9994,230
98,15,2,0,2,14.76,18.94,87,0,253
223,12,3,0,1,32.8,34.85,27,0,246
246,10,3,0,2,29.52,34.85,74,16.9979,200
308,9,4,0,1,12.3,13.635,56,19.9995,165
71,11,1,0,1,22.14,25.76,73,19.0012,246
121,6,2,0,3,22.96,26.515,84,0,144
259,6,3,0,1,19.68,23.485,82,0,186
120,23,2,0,1,18.86,22.725,77,12.998,200
67,18,1,0,2,13.94,15.91,76,16.9979,238
102,21,2,0,1,20.5,24.24,36,0,242
187,16,3,0,1,41,43.18,19,11.0014,346
131,13,2,0,2,25.42,31.06,57,19.9995,269
351,11,4,0,2,9.84,11.365,60,15.0013,213
100,11,2,0,2,15.58,19.695,43,22.0028,205
342,18,4,0,3,14.76,18.18,93,6.0032,250
244,10,3,0,2,26.24,30.305,76,11.0014,169
251,21,3,0,1,27.06,29.545,89,0,257
287,8,4,0,1,18.86,22.725,59,19.0012,150
185,11,3,0,1,31.98,34.85,46,7.0015,201
346,14,4,0,1,14.76,17.425,34,11.0014,290
273,15,4,0,2,17.22,21.21,71,19.0012,246
275,10,4,0,1,27.06,30.305,78,11.0014,203
279,21,4,0,1,20.5,24.24,68,0,219
167,11,2,0,1,27.88,31.82,69,16.9979,209
255,23,3,0,1,23.78,27.275,73,7.0015,223
246,11,3,0,2,30.34,34.85,70,19.0012,226
187,21,3,0,1,30.34,34.09,62,11.0014,261
318,11,4,0,2,13.94,16.665,61,8.9981,192
94,19,2,0,1,14.76,16.665,43,19.9995,211
306,15,4,0,1,21.32,25,52,11.0014,215
161,22,2,0,1,27.06,30.305,78,15.0013,244
35,18,1,0,1,12.3,14.395,52,16.9979,230
281,6,4,0,2,15.58,19.695,82,16.9979,165
156,6,2,0,1,19.68,23.485,77,0,194
250,21,3,0,2,24.6,28.03,83,11.0014,234
280,21,4,1,2,16.4,20.455,76,15.0013,213
339,12,4,0,1,11.48,15.91,41,0,255
322,9,4,0,1,11.48,12.88,52,19.9995,165
131,10,2,0,2,22.14,25.76,68,15.0013,175
96,22,2,0,1,19.68,23.485,20,12.998,234
34,9,1,0,1,9.84,12.12,81,8.9981,180
67,7,1,0,2,9.84,12.12,87,11.0014,163
218,19,3,0,1,29.52,34.85,79,11.0014,280
312,21,4,0,1,16.4,20.455,87,0,215
18,16,1,0,1,10.66,11.365,41,22.0028,242
257,13,3,0,2,26.24,30.305,65,19.0012,242
322,11,4,0,2,15.58,19.695,66,16.9979,223
311,6,4,0,1,12.3,14.395,39,15.0013,144
350,10,4,0,2,10.66,12.12,52,19.0012,203
38,18,1,0,1,8.2,9.09,32,26.0027,201
254,14,3,0,1,30.34,33.335,51,11.0014,242
74,11,1,0,2,18.04,21.97,77,0,234
124,15,2,0,1,22.96,26.515,26,32.9975,200
103,21,2,0,1,18.86,22.725,63,8.9981,198
228,6,3,0,1,25.42,12.12,78,8.9981,178
230,15,3,0,1,32.8,37.12,49,7.0015,275
134,14,2,0,2,26.24,30.305,73,12.998,238
13,13,1,0,1,9.02,10.605,44,19.0012,267
334,20,4,0,1,13.94,17.425,46,7.0015,240
75,20,1,0,1,17.22,21.21,67,15.0013,190
317,21,4,0,1,24.6,31.06,53,23.9994,263
131,15,2,0,2,26.24,31.06,53,16.9979,269
194,0,3,0,2,29.52,33.335,48,6.0032,203
213,6,3,0,1,27.06,30.305,83,0,205
221,22,3,0,1,29.52,34.85,74,19.0012,271
185,10,3,0,1,31.16,34.85,52,7.0015,169
305,14,4,0,1,20.5,24.24,45,11.0014,225
47,18,1,0,2,22.14,25.76,42,19.0012,273
215,23,3,0,1,31.16,36.365,66,19.9995,275
310,12,4,0,1,18.86,22.725,67,0,203
67,17,1,0,2,13.94,15.15,76,19.9995,244
62,10,1,0,1,12.3,13.635,49,22.0028,215
259,21,3,0,2,20.5,24.24,72,12.998,223
66,22,1,0,1,22.96,26.515,49,22.0028,205
341,23,4,0,2,16.4,20.455,94,0,215
336,10,4,0,1,13.12,16.665,61,8.9981,219
337,18,4,0,1,15.58,19.695,71,0,223
193,6,3,0,1,30.34,34.09,58,11.0014,146
256,11,3,0,1,29.52,34.09,66,11.0014,194
130,22,2,0,1,20.5,24.24,72,16.9979,200
130,12,2,0,1,24.6,31.06,56,0,248
311,14,4,0,1,22.96,26.515,46,7.0015,213
41,9,1,0,1,4.92,6.06,74,15.0013,163
251,20,3,0,1,26.24,28.03,94,6.0032,263
351,14,4,0,1,18.86,22.725,47,30.0026,294
352,7,4,0,1,7.38,10.605,74,7.0015,211
316,15,4,0,1,16.4,20.455,40,19.9995,267
120,10,2,0,1,25.42,29.545,78,16.9979,201
315,9,4,0,1,12.3,15.15,61,11.0014,184
59,14,1,0,1,23.78,27.275,35,15.0013,263
120,11,2,0,2,27.06,31.06,65,19.0012,255
339,13,4,0,1,12.3,16.665,39,0,294
95,21,2,0,1,18.04,21.97,26,8.9981,242
274,18,4,0,2,14.76,17.425,81,12.998,226
227,6,3,0,1,25.42,29.545,73,22.0028,142
133,8,2,0,3,22.14,25.76,88,15.0013,180
291,19,4,0,2,24.6,27.275,88,8.9981,250
192,6,3,0,1,30.34,34.09,58,15.0013,140
247,9,3,1,3,27.88,31.82,74,11.0014,190
341,22,4,0,2,15.58,19.695,94,7.0015,213
71,13,1,0,1,18.86,22.725,38,26.0027,271
304,12,4,0,1,20.5,24.24,48,6.0032,200
216,12,3,0,1,31.16,34.85,52,16.9979,238
289,14,4,0,1,23.78,27.275,49,12.998,219
104,12,2,1,1,21.32,25,55,19.0012,230
42,16,1,0,1,8.2,8.335,34,31.0009,213
48,20,1,0,1,18.04,21.97,44,11.0014,200
100,15,2,0,3,15.58,19.695,46,15.0013,251
93,9,2,0,2,20.5,24.24,51,26.0027,182
161,8,2,0,1,30.34,34.09,58,12.998,169
182,15,3,0,1,34.44,37.12,36,12.998,286
277,14,4,0,1,26.24,31.06,41,19.0012,242
13,16,1,0,1,9.84,11.365,38,15.0013,253
318,14,4,0,2,15.58,19.695,54,11.0014,251
76,16,1,0,1,27.88,31.82,39,19.0012,255
73,11,1,0,1,22.96,26.515,60,8.9981,238
120,19,2,0,2,18.86,22.725,84,7.0015,230
244,20,3,0,1,26.24,30.305,73,0,250
154,21,2,0,2,27.06,31.06,47,7.0015,238
105,6,2,1,1,21.32,25,83,11.0014,165
63,16,1,0,2,19.68,23.485,59,19.9995,253
287,21,4,0,1,21.32,25,59,22.0028,255
286,8,4,0,1,18.04,21.97,77,12.998,157
187,15,3,0,1,39.36,42.425,26,0,357
46,19,1,0,1,13.94,15.91,53,15.0013,211
47,15,1,0,1,17.22,21.21,35,27.9993,271
306,20,4,0,1,13.94,16.665,53,8.9981,230
218,18,3,0,1,29.52,34.85,74,6.0032,282
2,8,1,0,1,5.74,6.06,50,19.0012,175
104,7,2,1,1,16.4,20.455,71,11.0014,180
198,16,3,0,1,34.44,40.15,53,19.0012,315
75,21,1,0,1,17.22,21.21,62,15.0013,190
197,12,3,0,2,36.9,40.91,35,0,278
252,8,3,0,1,25.42,28.79,83,11.0014,146
3,7,1,0,1,0.82,2.275,44,12.998,171
340,13,4,0,2,14.76,17.425,66,8.9981,269
49,16,1,0,2,13.12,15.15,45,19.0012,261
137,23,2,0,1,21.32,25,55,0,226
36,21,1,0,1,13.12,15.91,57,11.0014,205
107,20,2,0,1,24.6,31.06,33,19.9995,219
47,20,1,0,1,16.4,20.455,35,12.998,223
311,14,4,0,1,18.04,21.97,18,27.9993,234
183,20,3,0,3,27.06,30.305,83,0,230
276,12,4,0,1,22.96,26.515,56,19.9995,221
166,21,2,0,3,25.42,28.79,83,16.9979,242
41,11,1,0,2,9.84,12.88,81,7.0015,209
225,11,3,0,1,30.34,34.09,62,0,225
108,13,2,0,1,22.96,26.515,46,0,288
341,9,4,0,2,15.58,19.695,94,0,196
47,19,1,0,1,19.68,23.485,55,22.0028,226
337,11,4,0,1,19.68,23.485,77,12.998,234
162,6,2,0,2,24.6,27.275,88,8.9981,159
286,9,4,0,2,22.96,26.515,94,15.0013,205
137,6,2,0,1,18.04,21.97,77,8.9981,201
340,11,4,0,2,13.12,15.91,76,12.998,228
187,17,3,0,1,39.36,42.425,26,8.9981,330
128,6,2,0,2,22.96,26.515,88,7.0015,150
351,10,4,0,1,18.04,21.97,77,6.0032,211
254,12,3,0,1,29.52,33.335,51,12.998,207
316,20,4,0,1,12.3,13.635,49,23.9994,271
243,21,3,0,2,27.06,31.06,57,12.998,230
120,13,2,0,2,29.52,33.335,51,15.0013,300
18,20,1,0,1,10.66,10.605,52,30.0026,238
276,14,4,0,1,23.78,27.275,53,16.9979,234
104,9,2,1,1,20.5,24.24,55,12.998,211
129,22,2,0,1,21.32,25,55,7.0015,203
77,11,1,0,1,22.96,26.515,68,11.0014,228
163,23,2,0,1,25.42,31.06,50,19.0012,205
344,10,4,0,1,9.84,14.395,44,0,217
322,20,4,0,2,14.76,18.18,57,7.0015,215
312,22,4,0,1,13.94,17.425,71,7.0015,215
340,10,4,0,2,13.12,15.91,76,11.0014,192
320,8,4,0,1,10.66,12.88,65,15.0013,190
34,17,1,0,2,10.66,13.635,56,8.9981,253
260,6,3,0,2,26.24,28.79,89,22.0028,190
314,12,4,1,1,13.94,14.395,42,31.0009,267
61,10,1,0,2,16.4,20.455,87,0,196
256,23,3,0,1,25.42,29.545,78,6.0032,248
122,14,2,0,1,26.24,30.305,65,12.998,255
94,6,2,0,1,14.76,16.665,46,22.0028,146
182,22,3,0,1,29.52,33.335,51,11.0014,253
123,21,2,0,1,16.4,20.455,62,11.0014,201
43,16,1,0,1,14.76,17.425,23,12.998,261
9,16,1,0,1,17.22,21.21,38,23.9994,288
348,8,4,0,2,10.66,14.395,75,6.0032,144
310,15,4,0,1,22.96,26.515,37,7.0015,223
93,6,2,0,2,17.22,21.21,58,0,148
66,13,1,0,2,24.6,31.06,49,43.0006,282
247,22,3,0,1,29.52,34.85,79,0,273
164,23,2,0,2,25.42,30.305,69,11.0014,225
152,22,2,0,1,26.24,31.06,33,16.9979,209
7,17,1,0,1,15.58,19.695,40,15.0013,269
125,22,2,0,1,18.86,22.725,72,15.0013,203
254,21,3,0,1,26.24,30.305,73,6.0032,248
255,14,3,0,1,30.34,33.335,51,22.0028,242
124,22,2,0,1,19.68,23.485,39,12.998,217
343,11,4,0,1,13.12,14.395,53,27.9993,259
214,11,3,0,2,34.44,39.395,49,19.0012,288
159,0,2,0,1,26.24,31.06,53,7.0015,217
249,14,3,0,1,32.8,38.635,59,16.9979,303
245,20,3,0,1,28.7,33.335,79,11.0014,273
243,22,3,0,2,27.06,31.06,57,15.0013,232
186,14,3,0,1,36.9,40.15,31,11.0014,326
17,20,1,0,1,9.02,10.605,37,16.9979,215
125,21,2,0,1,19.68,23.485,67,8.9981,205
98,10,2,0,2,13.94,16.665,87,8.9981,161
338,14,4,0,1,19.68,23.485,33,32.9975,267
243,14,3,0,3,29.52,33.335,54,16.9979,250
189,22,3,0,1,29.52,34.09,62,11.0014,267
127,8,2,0,1,21.32,25,63,8.9981,113
257,11,3,0,2,27.88,31.82,65,8.9981,188
334,16,4,0,1,16.4,20.455,40,12.998,251
168,8,2,0,1,27.06,30.305,78,6.0032,157
348,20,4,0,1,21.32,25,59,22.0028,271
15,18,1,1,1,10.66,11.365,52,22.0028,240
127,13,2,0,3,26.24,30.305,65,16.9979,271
305,21,4,0,1,15.58,19.695,71,8.9981,221
321,16,4,0,1,13.94,16.665,29,8.9981,259
285,19,4,0,2,25.42,28.79,83,11.0014,257
168,21,2,0,2,29.52,34.09,66,7.0015,236
132,11,2,0,2,21.32,25,83,11.0014,176
138,12,2,0,2,23.78,27.275,78,7.0015,194
337,19,4,0,1,15.58,19.695,76,0,225
199,11,3,0,1,32.8,37.88,55,7.0015,244
107,21,2,0,2,17.22,21.21,82,6.0032,242
35,14,1,0,1,12.3,15.15,61,11.0014,290
276,21,4,0,1,20.5,24.24,72,8.9981,219
274,16,4,0,3,14.76,17.425,87,12.998,257
194,15,3,0,1,31.16,33.335,33,19.9995,234
335,19,4,0,2,16.4,20.455,82,12.998,226
309,23,4,0,1,12.3,14.395,56,15.0013,253
69,21,1,0,1,17.22,21.21,54,15.0013,200
286,21,4,0,1,20.5,24.24,45,12.998,230
70,21,1,0,2,22.14,25.76,56,15.0013,255
108,14,2,0,1,23.78,27.275,43,0,288
120,22,2,0,1,26.24,30.305,65,0,263
168,20,2,0,2,29.52,33.335,58,8.9981,242
101,21,2,0,1,17.22,21.21,35,8.9981,238
260,20,3,0,2,22.14,25.76,68,6.0032,232
282,6,4,0,2,18.86,22.725,88,6.0032,196
276,15,4,0,1,23.78,27.275,56,19.0012,246
340,22,4,0,2,14.76,18.18,93,6.0032,219
291,16,4,0,3,22.96,26.515,94,11.0014,253
194,13,3,0,1,31.16,33.335,33,22.0028,230
181,11,3,0,1,32.8,34.85,26,0,244
185,6,3,0,1,29.52,33.335,58,0,157
130,6,2,0,1,17.22,21.21,50,16.9979,155
138,15,2,0,1,22.96,26.515,78,11.0014,240
288,6,4,0,1,17.22,21.21,67,11.0014,192
69,9,1,0,2,12.3,14.395,61,19.0012,178
287,22,4,0,1,20.5,24.24,36,8.9981,219
188,13,3,0,1,38.54,43.94,38,16.9979,386
102,16,2,0,1,18.86,22.725,67,19.0012,196
131,22,2,0,1,22.14,25.76,83,12.998,225
212,9,3,0,1,33.62,37.12,41,0,194
312,23,4,0,1,13.12,16.665,81,6.0032,215
15,17,1,1,1,10.66,11.365,48,22.0028,251
70,18,1,0,1,17.22,21.21,54,11.0014,198
322,13,4,0,1,18.04,21.97,54,16.9979,300
183,21,3,0,2,28.7,32.575,70,19.0012,250
313,8,4,0,1,13.12,17.425,76,0,171
308,6,4,0,2,12.3,14.395,49,19.0012,157
167,21,2,0,1,26.24,29.545,78,6.0032,261
49,10,1,0,2,10.66,12.12,52,16.9979,213
280,21,4,0,1,21.32,25,77,0,240
13,8,1,0,1,4.92,8.335,68,0,180
169,15,2,0,1,31.98,37.12,59,11.0014,309
100,21,2,0,1,13.94,15.15,57,26.0027,215
305,20,4,0,2,14.76,16.665,46,27.9993,269
312,14,4,0,1,21.32,25,48,11.0014,230
75,9,1,0,1,16.4,20.455,62,16.9979,207
261,15,3,0,2,24.6,30.305,60,15.0013,240
185,13,3,0,1,37.72,41.665,33,15.0013,361
2,19,1,0,1,4.92,4.545,28,27.9993,205
345,14,4,0,2,13.94,18.18,46,0,275
322,12,4,0,2,16.4,20.455,62,19.0012,261
227,6,3,0,1,24.6,28.79,78,11.0014,188
194,22,3,0,1,28.7,33.335,79,12.998,278
289,6,4,0,1,15.58,19.695,82,0,200
213,22,3,0,2,31.98,37.12,59,11.0014,244
136,7,2,0,2,21.32,25,94,16.9979,175
71,14,1,0,1,26.24,31.06,53,22.0028,263
124,14,2,0,1,22.14,25.76,28,30.0026,207
70,13,1,0,2,22.14,25.76,32,16.9979,300
338,21,4,0,2,18.04,21.97,88,6.0032,228
35,22,1,0,1,10.66,13.635,60,7.0015,240
310,10,4,0,2,11.48,12.88,56,19.9995,201
136,21,2,0,1,22.14,25.76,88,16.9979,226
311,11,4,0,1,14.76,16.665,29,26.0027,198
250,20,3,0,2,23.78,27.275,88,6.0032,248
218,11,3,0,1,33.62,41.665,63,0,296
186,15,3,0,1,37.72,40.91,29,12.998,336
199,6,3,0,1,29.52,34.09,66,8.9981,175
304,12,4,0,3,15.58,19.695,62,11.0014,242
93,16,2,0,1,31.16,32.575,22,35.0008,242
167,14,2,0,1,31.16,34.85,52,12.998,267
3,17,1,0,1,11.48,13.635,48,15.0013,259
152,11,2,0,1,30.34,32.575,28,26.0027,194
59,15,1,0,1,24.6,31.06,31,16.9979,275
38,17,1,0,1,9.02,9.09,32,39.0007,225
44,8,1,0,1,15.58,19.695,40,31.0009,275
277,11,4,0,1,24.6,31.06,46,19.0012,198
307,8,4,0,1,12.3,15.15,56,8.9981,171
160,16,2,0,1,33.62,39.395,56,19.9995,334
318,10,4,0,2,13.12,16.665,66,8.9981,178
186,10,3,0,1,35.26,37.12,30,0,238
224,6,3,0,1,25.42,29.545,73,6.0032,182
317,10,4,0,1,13.12,14.395,45,23.9994,194
256,12,3,0,1,30.34,34.09,58,15.0013,236
104,15,2,1,1,22.14,25.76,52,30.0026,223
261,14,3,0,2,24.6,30.305,60,12.998,240
128,21,2,0,1,21.32,25,59,8.9981,209
122,13,2,0,2,28.7,32.575,58,40.9973,246
95,16,2,0,1,22.14,25.76,28,27.9993,221
60,18,1,0,1,18.86,22.725,23,32.9975,251
225,11,3,0,1,28.7,33.335,79,12.998,226
213,11,3,0,1,33.62,38.635,52,7.0015,253
283,22,4,0,1,16.4,20.455,66,11.0014,228
255,11,3,0,1,28.7,32.575,61,11.0014,182
227,10,3,0,1,28.7,32.575,58,26.0027,140
318,6,4,0,2,12.3,14.395,65,16.9979,167
344,21,4,0,1,13.12,15.91,53,12.998,255
183,12,3,0,1,36.08,37.88,28,12.998,294
226,10,3,0,1,27.88,31.82,69,19.0012,169
319,6,4,0,2,12.3,15.91,61,6.0032,151
132,7,2,0,3,20.5,24.24,88,11.0014,180
218,22,3,0,1,29.52,34.85,74,7.0015,276
340,21,4,0,2,14.76,18.18,93,7.0015,225
194,11,3,0,1,29.52,32.575,37,15.0013,178
124,10,2,0,1,20.5,24.24,39,19.0012,155
156,21,2,0,1,27.06,31.06,57,6.0032,242
281,10,4,0,2,18.04,21.97,75,15.0013,190
14,13,1,0,1,8.2,9.09,34,19.0012,271
248,22,3,0,1,26.24,28.79,89,11.0014,269
348,21,4,0,1,14.76,17.425,62,8.9981,234
227,14,3,0,1,33.62,35.605,32,0,300
45,18,1,0,1,12.3,15.15,22,8.9981,261
122,11,2,0,1,22.14,25.76,77,0,228
103,23,2,0,2,22.14,25.76,56,12.998,248
284,21,4,0,1,16.4,20.455,54,12.998,240
61,18,1,0,1,9.84,10.605,35,22.0028,217
188,18,3,0,1,31.98,37.12,62,7.0015,305
256,10,3,0,1,28.7,32.575,70,8.9981,171
334,8,4,0,2,9.84,12.12,87,8.9981,167
319,11,4,0,1,15.58,19.695,43,15.0013,242
2,7,1,0,1,5.74,6.06,59,16.9979,188
188,19,3,0,1,31.98,37.12,62,11.0014,301
159,6,2,0,2,29.52,35.605,84,6.0032,144
289,21,4,0,1,20.5,24.24,77,7.0015,230
335,7,4,0,1,9.02,12.88,87,6.0032,225
245,21,3,1,1,29.52,34.09,76,7.0015,248
9,20,1,0,1,13.94,17.425,53,7.0015,250
283,6,4,0,1,14.76,17.425,50,11.0014,178
68,9,1,0,1,9.84,10.605,41,22.0028,171
212,21,3,0,1,28.7,32.575,70,16.9979,273
134,9,2,0,1,23.78,27.275,83,16.9979,161
221,12,3,0,1,33.62,36.365,38,19.9995,263
226,6,3,0,1,26.24,29.545,78,7.0015,194
194,14,3,0,1,30.34,32.575,35,19.0012,232
72,15,1,0,1,28.7,31.82,24,0,334
246,20,3,0,1,30.34,34.85,70,19.9995,280
134,10,2,0,1,25.42,29.545,78,7.0015,200
59,21,1,0,1,17.22,21.21,47,31.0009,246
192,14,3,0,1,31.98,34.09,33,15.0013,261
165,22,2,0,1,25.42,31.06,50,7.0015,228
191,20,3,0,1,29.52,34.85,74,27.9993,288
199,21,3,0,1,30.34,35.605,74,8.9981,294
190,21,3,0,1,30.34,34.09,62,16.9979,278
314,19,4,1,1,13.12,15.91,39,11.0014,257
91,11,2,0,1,17.22,21.21,47,30.0026,232
183,6,3,0,1,28.7,32.575,65,8.9981,176
4,8,1,0,1,8.2,9.09,40,19.9995,215
185,21,3,0,1,31.98,37.12,62,16.9979,296
309,11,4,0,1,13.12,16.665,45,8.9981,240
188,21,3,0,2,27.06,30.305,83,16.9979,257
91,11,2,0,2,16.4,20.455,47,11.0014,223
61,9,1,0,1,6.56,6.82,37,19.0012,167
72,14,1,0,1,28.7,31.82,23,22.0028,276
314,13,4,1,1,15.58,19.695,37,36.9974,294
320,20,4,0,2,13.94,17.425,66,6.0032,223
44,18,1,0,1,16.4,20.455,40,40.9973,253
281,11,4,0,2,19.68,23.485,69,12.998,221
227,14,3,0,1,31.16,34.09,45,27.9993,234
93,13,2,0,2,24.6,31.06,46,16.9979,300
255,10,3,0,1,27.88,31.82,69,8.9981,165
250,22,3,0,2,23.78,27.275,78,19.9995,246
257,16,3,0,2,22.14,25.76,77,31.0009,273
347,20,4,0,2,13.94,17.425,66,7.0015,226
318,13,4,0,2,15.58,19.695,54,7.0015,267
108,15,2,0,1,24.6,31.06,43,0,311
36,16,1,0,1,16.4,20.455,43,16.9979,276
190,14,3,0,1,33.62,36.365,38,11.0014,294
98,13,2,0,2,14.76,18.94,81,0,273
346,21,4,0,1,11.48,15.91,48,0,261
100,12,2,0,2,14.76,16.665,46,26.0027,203
187,12,3,0,1,39.36,43.18,31,23.9994,363
65,22,1,0,1,18.86,22.725,59,19.9995,211
93,22,2,0,1,22.96,26.515,22,11.0014,234
12,7,1,0,1,10.66,12.88,60,15.0013,196
192,6,3,0,1,26.24,30.305,73,6.0032,200
289,11,4,0,1,22.96,26.515,43,0,194
187,18,3,0,1,38.54,41.665,29,6.0032,328
193,6,3,0,2,28.7,32.575,54,0,151
314,8,4,1,1,12.3,13.635,42,23.9994,284
342,10,4,0,2,16.4,20.455,87,19.0012,244
151,11,2,0,2,28.7,33.335,74,19.0012,261
101,10,2,0,1,16.4,20.455,50,19.9995,167
230,21,3,0,3,25.42,29.545,78,6.0032,244
71,22,1,0,1,22.96,26.515,60,6.0032,223
342,19,4,0,1,13.94,18.18,61,0,250
318,12,4,0,2,14.76,18.18,62,7.0015,234
